account_id,customer_id,account_type,balance,credit_limit,status,opened_date
ACC001224,CUST01224,Savings,17602.4,0,Active,2018-01-18
ACC001225,CUST01225,Savings,241453.59,0,Active,2023-10-16
ACC001226,CUST01226,Credit,38070.16,241224,Active,2023-06-20
ACC001227,CUST01227,Savings,90179.85,0,Active,2022-11-17
ACC001228,CUST01228,Savings,81013.46,0,Active,2023-05-26
ACC001229,CUST01229,Savings,149914.36,0,Active,2024-04-13
ACC001230,CUST01230,Savings,32628.06,0,Active,2024-08-11
ACC001231,CUST01231,Savings,139793.27,0,Active,2021-01-04
ACC001232,CUST01232,Savings,119544.26,0,Active,2022-10-04
ACC001233,CUST01233,Current,69005.93,0,Active,2018-12-08
ACC001234,CUST01234,Savings,136973.98,0,Active,2023-04-05
ACC001235,CUST01235,Savings,107922.29,0,Active,2019-06-17
ACC001236,CUST01236,Current,273264.49,0,Active,2018-05-23
ACC001237,CUST01237,Savings,94676.49,0,Active,2022-10-26
ACC001238,CUST01238,Savings,55595.7,0,Active,2022-10-08
ACC001239,CUST01239,Credit,140595.33,59670,Active,2021-12-19
ACC001240,CUST01240,Current,87496.7,0,Active,2023-03-24
ACC001241,CUST01241,Savings,106620.39,0,Active,2020-02-11
ACC001242,CUST01242,Savings,44063.66,0,Active,2019-04-14
ACC001243,CUST01243,Savings,151226.38,0,Active,2018-04-19
ACC001244,CUST01244,Savings,78815.29,0,Active,2021-09-22
ACC001245,CUST01245,Savings,124993.36,0,Active,2020-04-12
ACC001246,CUST01246,Credit,311002.75,235193,Active,2021-03-31
ACC001247,CUST01247,Savings,91330.96,0,Active,2024-04-11
ACC001248,CUST01248,Savings,163035.28,0,Active,2019-07-13
ACC001249,CUST01249,Savings,95261.65,0,Active,2020-09-21
ACC001250,CUST01250,Savings,69623.84,0,Active,2025-02-07
ACC001251,CUST01251,Savings,218344.57,0,Active,2022-07-15
ACC001252,CUST01252,Savings,25298.12,0,Active,2019-11-16
ACC001253,CUST01253,Savings,186939.46,0,Active,2023-12-10
ACC001254,CUST01254,Savings,22793.69,0,Active,2020-08-24
ACC001255,CUST01255,Savings,176239.12,0,Active,2019-08-20
ACC001256,CUST01256,Savings,107601.7,0,Active,2019-06-12
ACC001257,CUST01257,Savings,55701.4,0,Active,2019-02-19
ACC001258,CUST01258,Savings,82227.03,0,Active,2022-06-14
ACC001259,CUST01259,Current,158070.53,0,Active,2020-03-07
ACC001260,CUST01260,Savings,294855.73,0,Active,2021-02-22
ACC001261,CUST01261,Savings,33643.17,0,Active,2021-04-21
ACC001262,CUST01262,Savings,58070.49,0,Active,2021-08-16
ACC001263,CUST01263,Current,41231.54,0,Active,2018-10-04
ACC001264,CUST01264,Savings,94784.12,0,Active,2019-01-10
ACC001265,CUST01265,Savings,178904.7,0,Active,2023-03-16
ACC001266,CUST01266,Savings,37182.58,0,Active,2021-05-08
ACC001267,CUST01267,Savings,105878.97,0,Active,2022-02-04
ACC001268,CUST01268,Savings,175718.37,0,Active,2025-01-04
ACC001269,CUST01269,Savings,81475.58,0,Active,2025-01-05
ACC001270,CUST01270,Credit,120196.79,263166,Active,2021-07-28
ACC001271,CUST01271,Credit,209461.86,173716,Active,2020-09-11
ACC001272,CUST01272,Savings,50886.48,0,Active,2018-12-28
ACC001273,CUST01273,Savings,27563.81,0,Active,2022-04-01
ACC001274,CUST01274,Savings,128938.23,0,Active,2020-09-07
ACC001275,CUST01275,Savings,131026.65,0,Active,2018-12-26
ACC001276,CUST01276,Savings,77901.32,0,Active,2025-01-20
ACC001277,CUST01277,Savings,68337.46,0,Active,2019-02-16
ACC001278,CUST01278,Credit,108913.08,104011,Active,2019-07-06
ACC001279,CUST01279,Savings,50243.45,0,Active,2022-10-02
ACC001280,CUST01280,Current,50299.66,0,Active,2018-05-08
ACC001281,CUST01281,Credit,157481.59,76688,Active,2021-04-12
ACC001282,CUST01282,Savings,47848.69,0,Active,2024-04-05
ACC001283,CUST01283,Credit,28986.32,162196,Inactive,2020-06-30
ACC001284,CUST01284,Savings,68247.38,0,Active,2019-08-01
ACC001285,CUST01285,Savings,79116.66,0,Inactive,2020-06-05
ACC001286,CUST01286,Savings,139784.53,0,Active,2024-03-27
ACC001287,CUST01287,Savings,72204.18,0,Active,2019-02-03
ACC001288,CUST01288,Savings,229161.28,0,Active,2018-10-01
ACC001289,CUST01289,Savings,112337.24,0,Active,2022-06-03
ACC001290,CUST01290,Savings,62102.51,0,Active,2018-10-28
ACC001291,CUST01291,Savings,136396.87,0,Active,2018-01-24
ACC001292,CUST01292,Savings,226909.7,0,Active,2025-03-08
ACC001293,CUST01293,Savings,155044.69,0,Active,2018-05-12
ACC001294,CUST01294,Savings,35528.45,0,Active,2018-08-16
ACC001295,CUST01295,Savings,83500.2,0,Active,2021-03-01
ACC001296,CUST01296,Current,123858.55,0,Active,2019-09-18
ACC001297,CUST01297,Savings,151408.44,0,Active,2022-11-29
ACC001298,CUST01298,Savings,95142.22,0,Active,2024-10-01
ACC001299,CUST01299,Savings,87061.87,0,Inactive,2021-07-29
ACC001300,CUST01300,Savings,272148.62,0,Active,2019-09-17
ACC001301,CUST01301,Current,156345.3,0,Active,2018-09-07
ACC001302,CUST01302,Savings,136642.37,0,Active,2021-06-25
ACC001303,CUST01303,Current,74196.68,0,Inactive,2024-03-10
ACC001304,CUST01304,Savings,49734.74,0,Active,2025-06-28
ACC001305,CUST01305,Savings,138027.27,0,Active,2020-02-04
ACC001306,CUST01306,Savings,166065.24,0,Active,2023-03-08
ACC001307,CUST01307,Current,106301.55,0,Active,2020-02-18
ACC001308,CUST01308,Credit,156582.88,198230,Active,2024-01-07
ACC001309,CUST01309,Savings,158854.57,0,Active,2020-09-24
ACC001310,CUST01310,Current,172298.16,0,Active,2018-12-23
ACC001311,CUST01311,Credit,35066.15,72341,Active,2025-08-26
ACC001312,CUST01312,Savings,85003.93,0,Active,2022-07-08
ACC001313,CUST01313,Savings,142826.09,0,Active,2022-04-07
ACC001314,CUST01314,Savings,109951.01,0,Active,2020-03-06
ACC001315,CUST01315,Savings,159135.05,0,Active,2018-11-22
ACC001316,CUST01316,Savings,136595.1,0,Inactive,2025-02-01
ACC001317,CUST01317,Current,18777.64,0,Active,2020-12-12
ACC001318,CUST01318,Savings,195580.46,0,Active,2025-01-19
ACC001319,CUST01319,Savings,78346.67,0,Active,2025-08-03
ACC001320,CUST01320,Savings,59652.84,0,Active,2019-01-23
ACC001321,CUST01321,Savings,191961.27,0,Active,2023-12-24
ACC001322,CUST01322,Savings,152258.38,0,Active,2021-01-17
ACC001323,CUST01323,Savings,207029.58,0,Active,2018-07-26
ACC001324,CUST01324,Savings,124657.68,0,Inactive,2018-10-08
ACC001325,CUST01325,Savings,84318.11,0,Active,2021-07-22
ACC001326,CUST01326,Savings,116309.57,0,Active,2018-04-07
ACC001327,CUST01327,Current,52566.95,0,Active,2023-06-20
ACC001328,CUST01328,Savings,40461.47,0,Active,2019-01-07
ACC001329,CUST01329,Savings,70616.93,0,Active,2021-01-02
ACC001330,CUST01330,Savings,241486.7,0,Active,2019-03-31
ACC001331,CUST01331,Savings,75356.49,0,Active,2022-07-15
ACC001332,CUST01332,Savings,29494.84,0,Active,2022-07-12
ACC001333,CUST01333,Savings,96804.06,0,Active,2024-02-04
ACC001334,CUST01334,Savings,74711.41,0,Active,2022-09-23
ACC001335,CUST01335,Savings,197568.3,0,Active,2018-04-26
ACC001336,CUST01336,Savings,232014.76,0,Active,2021-04-28
ACC001337,CUST01337,Savings,81874.49,0,Active,2025-08-20
ACC001338,CUST01338,Current,124587.39,0,Active,2022-02-07
ACC001339,CUST01339,Current,130735.53,0,Active,2020-06-26
ACC001340,CUST01340,Savings,103520.16,0,Active,2024-05-03
ACC001341,CUST01341,Savings,92313.65,0,Active,2020-07-18
ACC001342,CUST01342,Current,56969.2,0,Active,2020-09-08
ACC001343,CUST01343,Savings,25810.91,0,Active,2021-06-26
ACC001344,CUST01344,Savings,56742.57,0,Active,2020-03-25
ACC001345,CUST01345,Savings,101308.82,0,Active,2022-03-17
ACC001346,CUST01346,Credit,37232.12,98411,Active,2025-07-17
ACC001347,CUST01347,Savings,120786.19,0,Active,2021-03-24
ACC001348,CUST01348,Current,111260.64,0,Active,2020-01-17
ACC001349,CUST01349,Current,74794.24,0,Active,2025-06-22
ACC001350,CUST01350,Credit,89888.0,73843,Active,2020-04-30
ACC001351,CUST01351,Savings,42305.96,0,Active,2020-05-10
ACC001352,CUST01352,Savings,170562.21,0,Active,2022-12-05
ACC001353,CUST01353,Savings,168929.69,0,Active,2023-02-08
ACC001354,CUST01354,Current,47869.01,0,Active,2018-07-29
ACC001355,CUST01355,Current,48860.49,0,Inactive,2024-10-05
ACC001356,CUST01356,Savings,57259.08,0,Active,2020-12-29
ACC001357,CUST01357,Savings,146896.12,0,Active,2019-07-27
ACC001358,CUST01358,Savings,130496.38,0,Active,2023-05-22
ACC001359,CUST01359,Current,190744.36,0,Active,2023-12-19
ACC001360,CUST01360,Credit,202754.66,225656,Active,2022-02-12
ACC001361,CUST01361,Savings,34656.01,0,Active,2023-05-04
ACC001362,CUST01362,Savings,143907.13,0,Active,2023-10-21
ACC001363,CUST01363,Savings,198254.22,0,Active,2025-01-22
ACC001364,CUST01364,Current,86299.11,0,Active,2018-11-06
ACC001365,CUST01365,Savings,105135.63,0,Active,2019-12-31
ACC001366,CUST01366,Current,95678.41,0,Active,2024-06-02
ACC001367,CUST01367,Savings,98307.32,0,Active,2023-01-05
ACC001368,CUST01368,Current,170233.25,0,Active,2023-10-18
ACC001369,CUST01369,Savings,266621.58,0,Active,2024-02-28
ACC001370,CUST01370,Current,224740.19,0,Active,2018-05-26
ACC001371,CUST01371,Savings,77070.17,0,Active,2019-07-08
ACC001372,CUST01372,Savings,124819.85,0,Active,2023-07-19
ACC001373,CUST01373,Current,63225.03,0,Active,2019-08-15
ACC001374,CUST01374,Savings,67619.94,0,Active,2022-10-23
ACC001375,CUST01375,Savings,102338.5,0,Active,2025-06-16
ACC001376,CUST01376,Savings,66411.58,0,Active,2020-06-14
ACC001377,CUST01377,Savings,73086.85,0,Active,2024-03-28
ACC001378,CUST01378,Savings,123081.14,0,Active,2021-08-14
ACC001379,CUST01379,Current,142748.29,0,Active,2018-02-15
ACC001380,CUST01380,Savings,140563.61,0,Active,2024-09-15
ACC001381,CUST01381,Savings,141369.64,0,Active,2023-09-07
ACC001382,CUST01382,Credit,44527.05,192509,Active,2024-11-28
ACC001383,CUST01383,Savings,64173.67,0,Active,2021-11-16
ACC001384,CUST01384,Savings,109164.0,0,Active,2021-09-22
ACC001385,CUST01385,Current,193224.41,0,Active,2024-04-06
ACC001386,CUST01386,Savings,347562.92,0,Active,2019-04-02
ACC001387,CUST01387,Current,127768.2,0,Active,2020-03-08
ACC001388,CUST01388,Savings,161081.79,0,Active,2020-12-20
ACC001389,CUST01389,Savings,40944.79,0,Active,2021-05-30
ACC001390,CUST01390,Current,158631.57,0,Active,2023-04-09
ACC001391,CUST01391,Savings,296928.69,0,Active,2023-10-07
ACC001392,CUST01392,Credit,64016.9,202466,Active,2020-01-03
ACC001393,CUST01393,Savings,74646.01,0,Active,2021-10-23
ACC001394,CUST01394,Savings,173242.81,0,Active,2020-09-18
ACC001395,CUST01395,Current,108333.64,0,Active,2021-03-13
ACC001396,CUST01396,Credit,23991.5,188469,Active,2022-08-20
ACC001397,CUST01397,Current,77589.5,0,Active,2021-11-05
ACC001398,CUST01398,Savings,231481.45,0,Active,2023-05-04
ACC001399,CUST01399,Savings,89462.79,0,Active,2018-10-16
ACC001400,CUST01400,Current,89416.49,0,Active,2018-08-12
ACC001401,CUST01401,Current,167070.64,0,Active,2021-12-10
ACC001402,CUST01402,Savings,130456.2,0,Active,2024-03-11
ACC001403,CUST01403,Savings,86456.24,0,Active,2023-08-25
ACC001404,CUST01404,Savings,71465.12,0,Active,2020-04-18
ACC001405,CUST01405,Current,438531.82,0,Active,2024-12-11
ACC001406,CUST01406,Current,210374.54,0,Active,2018-07-13
ACC001407,CUST01407,Savings,141339.46,0,Active,2019-03-25
ACC001408,CUST01408,Savings,146555.87,0,Active,2024-10-02
ACC001409,CUST01409,Savings,98680.09,0,Active,2023-07-19
ACC001410,CUST01410,Savings,129549.05,0,Active,2021-05-10
ACC001411,CUST01411,Current,92349.31,0,Active,2019-03-25
ACC001412,CUST01412,Savings,60158.35,0,Active,2022-03-12
ACC001413,CUST01413,Savings,132516.06,0,Active,2020-09-24
ACC001414,CUST01414,Savings,87469.71,0,Active,2018-02-20
ACC001415,CUST01415,Savings,136527.44,0,Active,2018-04-22
ACC001416,CUST01416,Savings,151418.96,0,Active,2023-01-24
ACC001417,CUST01417,Savings,140691.61,0,Active,2022-05-08
ACC001418,CUST01418,Savings,56876.89,0,Active,2024-08-22
ACC001419,CUST01419,Current,81661.02,0,Inactive,2023-02-15
ACC001420,CUST01420,Savings,88529.2,0,Active,2021-08-30
ACC001421,CUST01421,Savings,183945.97,0,Active,2019-06-10
ACC001422,CUST01422,Savings,178610.19,0,Active,2023-12-07
ACC001423,CUST01423,Credit,66706.36,65412,Active,2021-09-20
ACC001424,CUST01424,Savings,43770.94,0,Active,2019-11-30
ACC001425,CUST01425,Savings,356663.39,0,Active,2024-03-04
ACC001426,CUST01426,Savings,137520.5,0,Active,2019-04-03
ACC001427,CUST01427,Savings,39613.56,0,Active,2019-01-19
ACC001428,CUST01428,Current,73865.28,0,Active,2024-11-14
ACC001429,CUST01429,Savings,188259.47,0,Active,2020-12-03
ACC001430,CUST01430,Savings,309501.55,0,Active,2022-07-16
ACC001431,CUST01431,Savings,281492.75,0,Active,2020-06-24
ACC001432,CUST01432,Savings,134193.8,0,Active,2024-09-11
ACC001433,CUST01433,Current,106887.31,0,Inactive,2022-01-23
ACC001434,CUST01434,Savings,53200.16,0,Active,2020-05-17
ACC001435,CUST01435,Savings,112362.2,0,Active,2023-02-06
ACC001436,CUST01436,Savings,58220.33,0,Active,2021-03-13
ACC001437,CUST01437,Savings,82168.59,0,Active,2023-09-25
ACC001438,CUST01438,Credit,173140.23,244649,Active,2018-09-06
ACC001439,CUST01439,Current,92063.56,0,Inactive,2019-09-21
ACC001440,CUST01440,Current,88264.87,0,Active,2025-01-07
ACC001441,CUST01441,Savings,103420.81,0,Active,2021-01-02
ACC001442,CUST01442,Savings,385767.8,0,Active,2023-11-07
ACC001443,CUST01443,Savings,49272.21,0,Active,2020-09-15
ACC001444,CUST01444,Savings,126067.9,0,Active,2022-10-16
ACC001445,CUST01445,Savings,267710.22,0,Inactive,2025-08-27
ACC001446,CUST01446,Credit,103234.33,259635,Active,2021-01-01
ACC001447,CUST01447,Current,208213.33,0,Active,2024-02-13
ACC001448,CUST01448,Savings,41616.3,0,Active,2021-02-20
ACC001449,CUST01449,Credit,93949.79,183616,Active,2018-02-28
ACC001450,CUST01450,Savings,62477.96,0,Active,2022-03-14
ACC001451,CUST01451,Savings,102570.83,0,Active,2023-04-06
ACC001452,CUST01452,Savings,103893.84,0,Active,2023-06-03
ACC001453,CUST01453,Savings,110501.76,0,Active,2020-05-30
ACC001454,CUST01454,Savings,172237.81,0,Active,2020-06-02
ACC001455,CUST01455,Savings,16922.97,0,Active,2018-04-30
ACC001456,CUST01456,Savings,71742.37,0,Active,2020-07-11
ACC001457,CUST01457,Credit,121071.43,123999,Active,2023-02-06
ACC001458,CUST01458,Savings,25048.36,0,Active,2025-03-03
ACC001459,CUST01459,Savings,152482.53,0,Inactive,2022-07-06
ACC001460,CUST01460,Current,70861.23,0,Active,2024-08-15
ACC001461,CUST01461,Current,95061.82,0,Active,2018-12-15
ACC001462,CUST01462,Savings,176647.4,0,Active,2022-11-22
ACC001463,CUST01463,Credit,213491.72,273372,Active,2018-01-21
ACC001464,CUST01464,Savings,155134.55,0,Active,2025-08-06
ACC001465,CUST01465,Savings,48275.15,0,Active,2022-11-21
ACC001466,CUST01466,Savings,150755.26,0,Active,2020-06-07
ACC001467,CUST01467,Savings,156549.04,0,Active,2023-10-13
ACC001468,CUST01468,Savings,139410.92,0,Active,2024-09-28
ACC001469,CUST01469,Savings,232818.72,0,Active,2018-06-12
ACC001470,CUST01470,Savings,112236.43,0,Active,2023-03-31
ACC001471,CUST01471,Current,227868.36,0,Active,2024-05-28
ACC001472,CUST01472,Savings,227101.13,0,Active,2023-01-23
ACC001473,CUST01473,Savings,159056.16,0,Active,2020-11-17
ACC001474,CUST01474,Current,127235.33,0,Active,2019-03-12
ACC001475,CUST01475,Current,139872.46,0,Active,2022-08-31
ACC001476,CUST01476,Savings,260695.65,0,Active,2018-04-18
ACC001477,CUST01477,Savings,193085.17,0,Active,2021-09-23
ACC001478,CUST01478,Credit,52438.58,146575,Active,2022-10-31
ACC001479,CUST01479,Savings,134827.6,0,Active,2024-08-08
ACC001480,CUST01480,Credit,60326.72,240372,Active,2023-05-19
ACC001481,CUST01481,Savings,69490.44,0,Active,2024-03-26
ACC001482,CUST01482,Current,84249.39,0,Active,2025-07-16
ACC001483,CUST01483,Savings,38677.77,0,Active,2019-03-11
ACC001484,CUST01484,Savings,57680.62,0,Active,2021-02-01
ACC001485,CUST01485,Current,239863.67,0,Active,2018-08-08
ACC001486,CUST01486,Savings,69208.78,0,Active,2018-09-09
ACC001487,CUST01487,Savings,172786.29,0,Active,2018-08-09
ACC001488,CUST01488,Savings,118289.49,0,Active,2022-06-13
ACC001489,CUST01489,Savings,147039.67,0,Active,2025-06-08
ACC001490,CUST01490,Current,150626.46,0,Active,2023-09-05
ACC001491,CUST01491,Current,55938.58,0,Active,2018-10-08
ACC001492,CUST01492,Credit,172214.73,215157,Active,2023-02-11
ACC001493,CUST01493,Savings,44714.81,0,Active,2024-08-26
ACC001494,CUST01494,Savings,67320.04,0,Inactive,2022-12-22
ACC001495,CUST01495,Current,149380.09,0,Active,2019-05-03
ACC001496,CUST01496,Credit,53419.88,163603,Active,2023-10-04
ACC001497,CUST01497,Savings,22968.73,0,Active,2018-01-15
ACC001498,CUST01498,Current,131174.56,0,Active,2018-05-10
ACC001499,CUST01499,Savings,33626.19,0,Active,2022-10-19
ACC001500,CUST01500,Savings,157462.07,0,Active,2022-02-18
ACC001501,CUST01501,Savings,88128.56,0,Active,2022-05-11
ACC001502,CUST01502,Savings,130083.54,0,Active,2019-12-30
ACC001503,CUST01503,Savings,128679.28,0,Active,2024-05-07
ACC001504,CUST01504,Savings,164129.5,0,Active,2024-01-19
ACC001505,CUST01505,Savings,151882.97,0,Active,2022-07-08
ACC001506,CUST01506,Savings,53085.74,0,Active,2021-11-04
ACC001507,CUST01507,Savings,91504.54,0,Active,2022-08-29
ACC001508,CUST01508,Credit,129994.23,98703,Active,2020-10-06
ACC001509,CUST01509,Savings,230141.14,0,Active,2019-04-07
ACC001510,CUST01510,Current,152678.11,0,Active,2021-01-04
ACC001511,CUST01511,Current,219148.97,0,Active,2022-04-18
ACC001512,CUST01512,Savings,133980.34,0,Active,2024-04-20
ACC001513,CUST01513,Savings,194977.1,0,Active,2020-04-14
ACC001514,CUST01514,Savings,123794.22,0,Active,2020-11-19
ACC001515,CUST01515,Savings,190529.91,0,Active,2022-08-25
ACC001516,CUST01516,Savings,85319.57,0,Active,2025-08-15
ACC001517,CUST01517,Savings,244845.39,0,Active,2023-11-16
ACC001518,CUST01518,Savings,142762.49,0,Active,2021-07-02
ACC001519,CUST01519,Current,38886.1,0,Active,2018-05-05
ACC001520,CUST01520,Savings,132528.71,0,Active,2018-08-30
ACC001521,CUST01521,Savings,152963.51,0,Active,2019-03-13
ACC001522,CUST01522,Savings,175567.54,0,Active,2022-09-05
ACC001523,CUST01523,Savings,291998.14,0,Active,2020-01-12
ACC001524,CUST01524,Savings,76924.47,0,Active,2018-10-20
ACC001525,CUST01525,Savings,293076.99,0,Active,2023-05-06
ACC001526,CUST01526,Savings,106908.25,0,Active,2020-06-08
ACC001527,CUST01527,Credit,65146.9,172168,Inactive,2019-04-01
ACC001528,CUST01528,Savings,78003.22,0,Active,2021-06-02
ACC001529,CUST01529,Savings,147820.15,0,Active,2022-02-06
ACC001530,CUST01530,Savings,58900.56,0,Active,2022-06-24
ACC001531,CUST01531,Savings,86238.97,0,Active,2020-06-09
ACC001532,CUST01532,Credit,130627.08,163806,Active,2018-12-06
ACC001533,CUST01533,Savings,243795.17,0,Active,2018-10-22
ACC001534,CUST01534,Savings,172736.81,0,Active,2019-11-19
ACC001535,CUST01535,Current,109534.35,0,Active,2025-07-19
ACC001536,CUST01536,Savings,147435.52,0,Inactive,2018-09-12
ACC001537,CUST01537,Savings,123218.98,0,Inactive,2025-06-11
ACC001538,CUST01538,Current,47763.77,0,Active,2019-03-02
ACC001539,CUST01539,Savings,267331.03,0,Active,2023-01-18
ACC001540,CUST01540,Savings,245938.9,0,Active,2024-03-07
ACC001541,CUST01541,Credit,101908.97,211527,Active,2025-06-15
ACC001542,CUST01542,Savings,79800.76,0,Active,2021-01-28
ACC001543,CUST01543,Credit,48547.9,71350,Active,2025-03-10
ACC001544,CUST01544,Savings,152731.31,0,Active,2018-01-11
ACC001545,CUST01545,Savings,153297.81,0,Active,2019-09-26
ACC001546,CUST01546,Savings,62282.58,0,Active,2021-12-06
ACC001547,CUST01547,Savings,124072.64,0,Active,2023-11-22
ACC001548,CUST01548,Current,169725.01,0,Active,2023-03-01
ACC001549,CUST01549,Savings,76364.67,0,Active,2020-07-17
ACC001550,CUST01550,Savings,94341.3,0,Active,2024-06-01
ACC001551,CUST01551,Savings,93777.11,0,Active,2023-02-08
ACC001552,CUST01552,Savings,64954.58,0,Active,2020-10-31
ACC001553,CUST01553,Savings,95531.47,0,Inactive,2022-10-05
ACC001554,CUST01554,Current,34118.25,0,Active,2022-08-24
ACC001555,CUST01555,Current,90792.86,0,Active,2021-06-25
ACC001556,CUST01556,Savings,91656.96,0,Active,2024-12-08
ACC001557,CUST01557,Savings,102682.9,0,Active,2022-12-15
ACC001558,CUST01558,Savings,141148.49,0,Active,2022-04-09
ACC001559,CUST01559,Savings,45796.23,0,Active,2023-01-19
ACC001560,CUST01560,Savings,52052.17,0,Active,2020-10-30
ACC001561,CUST01561,Savings,63861.82,0,Active,2025-01-22
ACC001562,CUST01562,Savings,42428.24,0,Active,2018-01-10
ACC001563,CUST01563,Credit,150445.76,270203,Active,2023-01-22
ACC001564,CUST01564,Savings,74241.75,0,Active,2018-05-01
ACC001565,CUST01565,Credit,104626.22,255230,Active,2020-04-04
ACC001566,CUST01566,Savings,60291.23,0,Active,2024-11-19
ACC001567,CUST01567,Savings,84858.0,0,Active,2021-10-09
ACC001568,CUST01568,Credit,127568.56,65544,Active,2025-04-07
ACC001569,CUST01569,Savings,131185.81,0,Active,2025-05-05
ACC001570,CUST01570,Savings,53605.47,0,Active,2018-07-30
ACC001571,CUST01571,Credit,101488.06,225729,Active,2018-04-05
ACC001572,CUST01572,Savings,60980.28,0,Inactive,2022-06-20
ACC001573,CUST01573,Savings,99219.9,0,Active,2021-09-03
ACC001574,CUST01574,Savings,70305.08,0,Active,2023-06-26
ACC001575,CUST01575,Savings,276728.88,0,Active,2024-01-27
ACC001576,CUST01576,Credit,169174.33,141459,Inactive,2023-01-18
ACC001577,CUST01577,Savings,134512.49,0,Active,2018-02-07
ACC001578,CUST01578,Savings,89467.41,0,Active,2023-10-28
ACC001579,CUST01579,Savings,171943.73,0,Active,2024-06-22
ACC001580,CUST01580,Savings,103280.11,0,Active,2020-10-02
ACC001581,CUST01581,Savings,261187.58,0,Active,2024-07-13
ACC001582,CUST01582,Savings,181666.54,0,Active,2019-10-10
ACC001583,CUST01583,Savings,84472.9,0,Active,2020-09-02
ACC001584,CUST01584,Current,244785.77,0,Active,2019-06-30
ACC001585,CUST01585,Savings,89751.82,0,Active,2020-02-01
ACC001586,CUST01586,Current,285650.84,0,Active,2023-05-24
ACC001587,CUST01587,Savings,252023.54,0,Active,2021-08-09
ACC001588,CUST01588,Savings,127165.47,0,Active,2019-05-01
ACC001589,CUST01589,Savings,35104.47,0,Active,2018-06-22
ACC001590,CUST01590,Current,121462.18,0,Active,2025-05-10
ACC001591,CUST01591,Current,49846.82,0,Active,2025-01-29
ACC001592,CUST01592,Savings,71683.47,0,Active,2019-11-04
ACC001593,CUST01593,Savings,75184.54,0,Active,2023-02-23
ACC001594,CUST01594,Savings,49550.03,0,Active,2019-04-19
ACC001595,CUST01595,Savings,121730.62,0,Active,2021-03-30
ACC001596,CUST01596,Savings,66308.81,0,Active,2018-09-24
ACC001597,CUST01597,Savings,92306.3,0,Active,2019-06-22
ACC001598,CUST01598,Savings,75594.41,0,Active,2023-08-06
ACC001599,CUST01599,Savings,141497.96,0,Active,2018-12-18
ACC001600,CUST01600,Savings,135644.81,0,Active,2022-04-25
ACC001601,CUST01601,Savings,87797.52,0,Active,2019-02-08
ACC001602,CUST01602,Savings,145553.3,0,Active,2025-02-10
ACC001603,CUST01603,Savings,208765.93,0,Active,2020-11-19
ACC001604,CUST01604,Savings,20171.39,0,Active,2022-11-12
ACC001605,CUST01605,Savings,72855.36,0,Active,2020-03-22
ACC001606,CUST01606,Savings,56443.1,0,Active,2021-01-16
ACC001607,CUST01607,Credit,68723.06,207136,Active,2019-04-10
ACC001608,CUST01608,Savings,17089.26,0,Active,2020-09-30
ACC001609,CUST01609,Savings,19455.37,0,Active,2023-10-09
ACC001610,CUST01610,Current,9034.84,0,Active,2018-10-28
ACC001611,CUST01611,Credit,77240.95,199861,Active,2019-04-03
ACC001612,CUST01612,Savings,75852.58,0,Active,2018-03-17
ACC001613,CUST01613,Savings,225479.98,0,Active,2025-01-22
ACC001614,CUST01614,Credit,116162.15,179235,Active,2019-04-10
ACC001615,CUST01615,Current,143430.25,0,Active,2024-09-02
ACC001616,CUST01616,Current,623574.1,0,Active,2023-03-29
ACC001617,CUST01617,Savings,20234.17,0,Active,2019-06-30
ACC001618,CUST01618,Savings,263638.68,0,Active,2020-10-11
ACC001619,CUST01619,Savings,103721.35,0,Inactive,2021-04-25
ACC001620,CUST01620,Savings,81286.08,0,Active,2019-01-26
ACC001621,CUST01621,Savings,73606.93,0,Active,2022-07-02
ACC001622,CUST01622,Savings,129670.22,0,Active,2020-11-11
ACC001623,CUST01623,Savings,81725.13,0,Active,2018-02-19
ACC001624,CUST01624,Savings,48569.01,0,Active,2022-06-28
ACC001625,CUST01625,Savings,75380.66,0,Active,2021-02-17
ACC001626,CUST01626,Savings,131835.73,0,Active,2024-06-11
ACC001627,CUST01627,Savings,158001.7,0,Active,2023-09-05
ACC001628,CUST01628,Savings,278713.24,0,Active,2024-09-28
ACC001629,CUST01629,Savings,113201.5,0,Active,2019-05-30
ACC001630,CUST01630,Savings,215677.34,0,Active,2020-11-18
ACC001631,CUST01631,Savings,94447.82,0,Active,2023-05-12
ACC001632,CUST01632,Savings,102528.61,0,Active,2025-07-09
ACC001633,CUST01633,Current,99253.32,0,Active,2021-05-29
ACC001634,CUST01634,Savings,121315.34,0,Active,2021-09-30
ACC001635,CUST01635,Savings,174107.67,0,Active,2019-09-27
ACC001636,CUST01636,Savings,79592.07,0,Active,2019-09-05
ACC001637,CUST01637,Savings,58487.1,0,Active,2025-02-11
ACC001638,CUST01638,Savings,182025.55,0,Active,2025-07-10
ACC001639,CUST01639,Savings,174732.53,0,Active,2021-01-03
ACC001640,CUST01640,Credit,234675.43,224600,Active,2025-03-09
ACC001641,CUST01641,Credit,71878.83,229708,Active,2018-12-10
ACC001642,CUST01642,Savings,92364.21,0,Active,2020-11-26
ACC001643,CUST01643,Credit,185902.33,200094,Active,2024-02-15
ACC001644,CUST01644,Savings,79004.79,0,Active,2019-06-07
ACC001645,CUST01645,Savings,154210.51,0,Active,2022-12-18
ACC001646,CUST01646,Savings,94700.67,0,Active,2018-03-10
