transaction_id,account_id,merchant_id,branch_id,transaction_datetime,transaction_type,amount,payment_method,channel,opening_balance,closing_balance,status,reference_no
TXN0026296,ACC001366,MER108,BR001,2026-04-14 11:46:00,Debit,1788.2,Credit Card,Mobile Banking,91567.51,89779.31,Success,REF7293568073
TXN0026297,ACC005501,MER053,BR006,2026-01-01 01:13:00,Debit,1037.25,UPI,POS,188937.4,187900.15,Success,REF8889534559
TXN0026298,ACC001532,MER002,BR002,2025-10-19 04:31:00,Credit,1449.56,Credit Card,POS,129034.44,130484.0,Success,REF3915464766
TXN0026299,ACC003046,MER008,BR011,2025-09-11 18:57:00,Debit,1101.85,Debit Card,Mobile Banking,78871.25,77769.4,Success,REF1650561580
TXN0026300,ACC004646,MER045,BR006,2026-01-23 02:37:00,Debit,272.98,Debit Card,Mobile Banking,118710.25,118437.27,Success,REF1513824847
TXN0026301,ACC001644,MER011,BR002,2026-07-15 23:10:00,Debit,14154.04,NEFT,POS,78366.69,64212.65,Success,REF1329631732
TXN0026302,ACC004414,MER025,BR016,2025-12-30 17:12:00,Debit,4934.36,Debit Card,Internet Banking,257772.21,252837.85,Success,REF1408582878
TXN0026303,ACC004249,MER068,BR010,2025-09-28 20:07:00,Debit,1130.47,NEFT,Mobile Banking,230827.95,229697.49,Success,REF2062995130
TXN0026304,ACC002446,MER089,BR006,2026-01-06 07:13:00,Debit,3972.75,Debit Card,Internet Banking,171215.19,167242.44,Success,REF3008999704
TXN0026305,ACC000647,MER002,BR023,2026-03-31 10:19:00,Credit,872.3,Debit Card,Mobile Banking,244780.88,245653.18,Success,REF8193196865
TXN0026306,ACC000624,MER015,BR009,2025-12-30 20:19:00,Debit,14720.05,UPI,Internet Banking,71251.9,56531.86,Success,REF8038624262
TXN0026307,ACC003928,MER075,BR009,2026-05-08 09:14:00,Debit,4027.19,Debit Card,Internet Banking,23258.09,19230.89,Failed,REF7351787402
TXN0026308,ACC000694,MER002,BR012,2026-08-12 06:00:00,Credit,2879.77,Credit Card,Mobile Banking,200402.76,203282.53,Success,REF9460338986
TXN0026309,ACC003097,MER058,BR021,2026-02-02 06:09:00,Debit,424.47,Credit Card,Mobile Banking,208201.85,207777.37,Success,REF4220438650
TXN0026310,ACC004222,MER047,BR002,2025-10-13 20:46:00,Debit,599.91,NEFT,Mobile Banking,118330.39,117730.48,Success,REF7713004072
TXN0026311,ACC001177,MER115,BR019,2025-06-14 05:59:00,Debit,152.62,Debit Card,Mobile Banking,151499.19,151346.58,Success,REF8233453044
TXN0026312,ACC000444,MER023,BR001,2026-02-07 04:20:00,Debit,673.64,UPI,Mobile Banking,149610.33,148936.68,Success,REF4961183656
TXN0026313,ACC004768,MER097,BR019,2026-04-29 10:19:00,Debit,912.53,NEFT,Mobile Banking,75960.82,75048.28,Success,REF5516977047
TXN0026314,ACC004994,MER076,BR021,2025-09-07 22:38:00,Debit,3532.43,IMPS,POS,192926.08,189393.65,Success,REF6594749101
TXN0026315,ACC003104,MER040,BR014,2026-05-29 23:54:00,Debit,780.42,UPI,Mobile Banking,98542.24,97761.82,Success,REF5582583311
TXN0026316,ACC000194,MER002,BR003,2026-05-22 11:57:00,Credit,958.34,UPI,Mobile Banking,229420.08,230378.42,Success,REF5974985384
TXN0026317,ACC002825,MER023,BR015,2026-03-21 12:48:00,Debit,3298.14,Debit Card,Internet Banking,84684.75,81386.61,Success,REF7209242069
TXN0026318,ACC004093,MER014,BR018,2026-01-13 15:31:00,Debit,351.81,IMPS,POS,14780.95,14429.14,Success,REF1519870040
TXN0026319,ACC004117,MER111,BR002,2026-02-26 05:08:00,Debit,6774.58,Credit Card,Mobile Banking,81651.33,74876.76,Success,REF9305932175
TXN0026320,ACC006149,MER091,BR014,2025-04-27 15:57:00,Debit,911.26,NEFT,POS,122996.08,122084.82,Success,REF3897846395
TXN0026321,ACC003520,MER028,BR001,2026-02-18 22:07:00,Debit,400.03,Debit Card,Mobile Banking,338998.77,338598.74,Success,REF1227682408
TXN0026322,ACC005566,MER011,BR018,2026-07-08 04:31:00,Debit,5980.65,Credit Card,Mobile Banking,165483.3,159502.65,Success,REF1446557180
TXN0026323,ACC004587,MER103,BR001,2026-06-28 06:28:00,Debit,5682.82,NEFT,Mobile Banking,35636.75,29953.93,Success,REF5949066269
TXN0026324,ACC004472,MER071,BR023,2026-05-11 11:17:00,Debit,1743.22,Debit Card,Mobile Banking,74572.16,72828.94,Success,REF4429587798
TXN0026325,ACC003201,MER037,BR021,2026-01-15 17:30:00,Debit,2411.06,Debit Card,Mobile Banking,48981.51,46570.46,Success,REF2823875256
TXN0026326,ACC000396,MER075,BR009,2026-08-10 04:59:00,Debit,13423.19,IMPS,POS,60518.9,47095.72,Success,REF4437898346
TXN0026327,ACC003085,MER021,BR017,2025-08-20 09:50:00,Debit,2341.74,Debit Card,Mobile Banking,210906.46,208564.72,Success,REF1589019200
TXN0026328,ACC005177,MER012,BR009,2026-02-03 05:01:00,Debit,4546.0,UPI,Mobile Banking,60543.15,55997.15,Success,REF7828110444
TXN0026329,ACC002963,MER011,BR016,2025-07-07 22:31:00,Debit,6099.59,UPI,Internet Banking,117413.99,111314.4,Success,REF4114682097
TXN0026330,ACC005946,MER002,BR016,2025-04-30 19:14:00,Credit,1381.53,UPI,Internet Banking,141947.6,143329.13,Failed,REF2438588364
TXN0026331,ACC004809,MER002,BR021,2025-03-06 04:09:00,Credit,1298.28,IMPS,Internet Banking,110331.77,111630.04,Success,REF8685555170
TXN0026332,ACC002055,MER035,BR003,2026-02-16 00:59:00,Debit,226.99,UPI,Internet Banking,362091.02,361864.03,Success,REF5408880805
TXN0026333,ACC001073,MER094,BR013,2026-06-01 14:59:00,Debit,188.19,Debit Card,ATM,137303.04,137114.86,Success,REF9696823793
TXN0026334,ACC001004,MER002,BR015,2026-03-02 05:12:00,Credit,851.17,Debit Card,POS,253692.96,254544.13,Success,REF2358355513
TXN0026335,ACC001219,MER002,BR013,2026-08-12 05:27:00,Credit,941.87,NEFT,Internet Banking,55574.05,56515.92,Success,REF3518345530
TXN0026336,ACC005973,MER039,BR001,2025-05-18 10:52:00,Debit,3496.69,IMPS,Internet Banking,209981.62,206484.93,Success,REF2346479885
TXN0026337,ACC001491,MER106,BR016,2025-01-17 14:52:00,Debit,3131.36,UPI,Mobile Banking,36672.42,33541.06,Success,REF7933078325
TXN0026338,ACC003538,MER066,BR003,2026-07-29 13:00:00,Debit,776.42,UPI,Mobile Banking,408296.45,407520.03,Success,REF2777339900
TXN0026339,ACC002548,MER002,BR024,2025-04-17 15:35:00,Credit,1681.18,Debit Card,Internet Banking,64029.81,65711.0,Success,REF2120206745
TXN0026340,ACC004461,MER106,BR023,2025-05-25 14:58:00,Debit,8158.62,UPI,ATM,149823.69,141665.06,Success,REF4710084833
TXN0026341,ACC003619,MER018,BR011,2025-03-05 04:45:00,Debit,3716.81,Debit Card,Mobile Banking,205933.17,202216.37,Success,REF8677470303
TXN0026342,ACC001200,MER009,BR024,2025-10-25 03:12:00,Debit,7540.21,Debit Card,POS,94811.67,87271.46,Success,REF1724560325
TXN0026343,ACC005259,MER038,BR009,2025-07-31 12:44:00,Debit,3219.29,UPI,Mobile Banking,100465.98,97246.7,Success,REF6269480672
TXN0026344,ACC002767,MER043,BR023,2026-05-21 06:51:00,Debit,3002.3,UPI,Mobile Banking,64516.82,61514.52,Success,REF7847471809
TXN0026345,ACC003275,MER082,BR007,2025-10-02 19:48:00,Debit,10151.97,UPI,Mobile Banking,45226.39,35074.41,Success,REF2756316412
TXN0026346,ACC002017,MER002,BR005,2025-11-19 09:16:00,Credit,201.7,UPI,Internet Banking,124413.1,124614.8,Success,REF6617846710
TXN0026347,ACC002203,MER061,BR009,2026-05-24 12:03:00,Debit,2299.86,NEFT,Mobile Banking,60681.76,58381.9,Success,REF4602442892
TXN0026348,ACC002658,MER036,BR010,2025-10-30 23:20:00,Debit,429.28,Debit Card,Mobile Banking,143317.91,142888.62,Success,REF2416770522
TXN0026349,ACC001478,MER071,BR006,2026-08-04 04:38:00,Debit,5585.58,UPI,Mobile Banking,45530.81,39945.23,Success,REF7994126542
TXN0026350,ACC003614,MER057,BR007,2025-02-13 04:51:00,Debit,1677.65,UPI,Internet Banking,212741.57,211063.92,Success,REF5900471071
TXN0026351,ACC005470,MER033,BR008,2025-06-19 16:32:00,Debit,1045.77,UPI,Mobile Banking,111738.65,110692.88,Success,REF7616450241
TXN0026352,ACC002286,MER065,BR002,2025-11-07 08:52:00,Debit,1471.59,Debit Card,Mobile Banking,167353.35,165881.76,Success,REF4563766781
TXN0026353,ACC000202,MER008,BR024,2025-11-27 20:58:00,Debit,496.94,Credit Card,POS,72794.25,72297.31,Success,REF2807231341
TXN0026354,ACC003497,MER043,BR025,2026-07-07 19:25:00,Debit,899.2,Debit Card,POS,97318.73,96419.52,Success,REF9102033540
TXN0026355,ACC001005,MER002,BR003,2026-03-25 01:14:00,Credit,778.48,IMPS,POS,58509.69,59288.16,Success,REF3743936975
TXN0026356,ACC000564,MER084,BR024,2025-11-25 05:28:00,Debit,545.91,UPI,Mobile Banking,127199.67,126653.75,Success,REF3139250879
TXN0026357,ACC001442,MER055,BR003,2025-07-09 01:38:00,Debit,775.59,UPI,Mobile Banking,378514.21,377738.62,Success,REF5858836078
TXN0026358,ACC001020,MER063,BR017,2026-05-13 11:56:00,Debit,2074.76,NEFT,ATM,99051.01,96976.25,Success,REF3106426464
TXN0026359,ACC001704,MER002,BR004,2025-12-14 21:38:00,Credit,440.19,Debit Card,Mobile Banking,191823.44,192263.63,Success,REF1814368148
TXN0026360,ACC001994,MER009,BR016,2025-11-25 12:14:00,Debit,6369.82,UPI,POS,111389.9,105020.08,Success,REF6641564563
TXN0026361,ACC003340,MER107,BR001,2025-03-07 16:32:00,Debit,1149.52,Debit Card,POS,9858.19,8708.66,Success,REF1047908774
TXN0026362,ACC000048,MER051,BR014,2025-03-01 08:27:00,Debit,861.9,Debit Card,Mobile Banking,76136.55,75274.65,Success,REF8877104547
TXN0026363,ACC003938,MER100,BR023,2026-03-09 17:41:00,Debit,1113.94,Debit Card,Mobile Banking,210409.84,209295.9,Success,REF7167168070
TXN0026364,ACC000205,MER082,BR024,2026-01-30 04:11:00,Debit,6711.18,UPI,ATM,33411.01,26699.83,Success,REF4530228189
TXN0026365,ACC000775,MER108,BR006,2026-04-10 05:04:00,Debit,3096.56,UPI,POS,199662.72,196566.16,Success,REF2900902591
TXN0026366,ACC000605,MER115,BR010,2025-01-03 00:33:00,Debit,1978.16,Debit Card,Mobile Banking,226868.76,224890.6,Success,REF1053591016
TXN0026367,ACC003884,MER013,BR002,2025-10-03 06:24:00,Debit,458.81,Debit Card,Mobile Banking,182803.81,182345.0,Success,REF1822014429
TXN0026368,ACC000013,MER011,BR011,2025-01-24 04:22:00,Debit,9915.0,Debit Card,POS,212315.92,202400.92,Success,REF9848024980
TXN0026369,ACC003197,MER025,BR003,2025-08-30 16:34:00,Debit,2467.44,Debit Card,Mobile Banking,93263.24,90795.8,Success,REF8688213810
TXN0026370,ACC000741,MER092,BR010,2025-05-12 21:34:00,Debit,1556.55,UPI,Mobile Banking,87541.43,85984.88,Success,REF1448851381
TXN0026371,ACC001496,MER045,BR012,2025-06-15 18:19:00,Debit,1272.89,Debit Card,Mobile Banking,48556.06,47283.17,Success,REF7849136508
TXN0026372,ACC004787,MER103,BR007,2026-08-10 05:44:00,Debit,11627.2,UPI,Internet Banking,210153.01,198525.81,Success,REF6785767991
TXN0026373,ACC003567,MER101,BR016,2025-07-02 10:57:00,Debit,1094.14,UPI,Mobile Banking,128107.73,127013.59,Success,REF2751923032
TXN0026374,ACC000189,MER066,BR013,2025-05-04 04:45:00,Debit,138.94,NEFT,POS,98389.59,98250.65,Success,REF7038700595
TXN0026375,ACC001442,MER013,BR025,2025-12-23 08:19:00,Debit,1100.08,IMPS,Mobile Banking,377738.62,376638.54,Success,REF2712231196
TXN0026376,ACC003603,MER071,BR008,2026-07-17 15:37:00,Debit,479.9,Debit Card,Mobile Banking,104004.28,103524.38,Success,REF9894475375
TXN0026377,ACC001642,MER051,BR025,2026-04-20 07:11:00,Debit,7542.85,NEFT,Mobile Banking,70034.65,62491.8,Failed,REF7968570980
TXN0026378,ACC005551,MER002,BR011,2025-01-31 17:11:00,Credit,3160.58,Credit Card,Internet Banking,27759.77,30920.35,Success,REF2337169308
TXN0026379,ACC003705,MER002,BR008,2025-07-02 03:56:00,Credit,1043.49,UPI,Mobile Banking,122232.02,123275.52,Success,REF5750675675
TXN0026380,ACC002060,MER053,BR021,2026-03-18 09:41:00,Debit,736.06,NEFT,Mobile Banking,183557.97,182821.92,Success,REF4997472474
TXN0026381,ACC006178,MER053,BR006,2026-01-30 20:24:00,Debit,489.25,Debit Card,POS,111294.59,110805.34,Success,REF7859849939
TXN0026382,ACC004529,MER004,BR010,2025-07-29 10:31:00,Debit,3543.8,Debit Card,POS,74538.2,70994.4,Success,REF5858192491
TXN0026383,ACC002796,MER112,BR001,2025-10-09 03:04:00,Debit,3540.25,Debit Card,POS,100150.26,96610.01,Failed,REF3223239662
TXN0026384,ACC006006,MER091,BR025,2026-06-02 19:45:00,Debit,793.55,UPI,POS,72646.9,71853.35,Success,REF2637254556
TXN0026385,ACC003916,MER002,BR021,2025-04-26 08:25:00,Credit,384.03,NEFT,POS,191295.1,191679.14,Success,REF8750014821
TXN0026386,ACC003112,MER090,BR003,2025-10-15 19:40:00,Debit,2695.37,Debit Card,Mobile Banking,282595.82,279900.45,Success,REF9165831160
TXN0026387,ACC002719,MER089,BR004,2026-02-25 07:27:00,Debit,3124.83,UPI,Mobile Banking,183787.5,180662.67,Success,REF1580445498
TXN0026388,ACC000340,MER112,BR018,2025-02-10 09:57:00,Debit,1653.53,Debit Card,Mobile Banking,65002.37,63348.84,Success,REF4530179735
TXN0026389,ACC003989,MER020,BR002,2026-06-30 01:59:00,Debit,1201.14,Debit Card,Mobile Banking,72938.65,71737.51,Success,REF6911758870
TXN0026390,ACC004513,MER113,BR024,2025-04-07 23:16:00,Debit,2710.9,IMPS,POS,84387.74,81676.84,Success,REF5769678948
TXN0026391,ACC003142,MER002,BR002,2025-08-09 14:35:00,Credit,2100.24,Debit Card,POS,168800.42,170900.66,Success,REF6533286053
TXN0026392,ACC004682,MER007,BR007,2025-12-01 09:26:00,Debit,2647.62,Debit Card,Mobile Banking,57867.62,55220.01,Success,REF9427924154
TXN0026393,ACC005103,MER009,BR023,2026-05-01 14:54:00,Debit,6547.13,UPI,Mobile Banking,27093.9,20546.77,Success,REF3742130764
TXN0026394,ACC000274,MER090,BR025,2026-02-08 04:46:00,Debit,6366.27,UPI,Internet Banking,129142.84,122776.58,Success,REF9181022929
TXN0026395,ACC000360,MER091,BR005,2025-12-19 04:01:00,Debit,1776.17,Debit Card,POS,237747.55,235971.38,Success,REF4525713235
TXN0026396,ACC002091,MER014,BR007,2025-09-20 23:25:00,Debit,680.41,NEFT,Mobile Banking,109329.72,108649.31,Success,REF4232195639
TXN0026397,ACC005992,MER056,BR013,2025-07-22 05:13:00,Debit,1247.19,IMPS,Mobile Banking,85468.32,84221.14,Success,REF3836593441
TXN0026398,ACC005789,MER024,BR019,2025-03-02 00:43:00,Debit,295.54,Debit Card,Mobile Banking,82094.02,81798.49,Success,REF8141150719
TXN0026399,ACC004964,MER076,BR013,2026-02-09 08:25:00,Debit,2795.46,Credit Card,POS,177692.85,174897.39,Success,REF3628125237
TXN0026400,ACC005598,MER066,BR016,2025-11-30 05:22:00,Debit,3012.12,UPI,POS,137873.13,134861.01,Success,REF3068314627
TXN0026401,ACC003705,MER036,BR001,2025-05-13 04:14:00,Debit,6725.9,NEFT,Internet Banking,123275.52,116549.61,Success,REF6430141930
TXN0026402,ACC004806,MER024,BR012,2026-03-19 10:13:00,Debit,3435.9,UPI,POS,164612.09,161176.19,Success,REF4840322330
TXN0026403,ACC002267,MER002,BR024,2025-07-07 17:25:00,Credit,459.18,Debit Card,Internet Banking,144825.41,145284.58,Success,REF9890043997
TXN0026404,ACC004474,MER107,BR015,2025-06-07 00:26:00,Debit,2604.47,IMPS,POS,101546.93,98942.46,Success,REF4420814584
TXN0026405,ACC001894,MER086,BR011,2025-09-05 12:40:00,Debit,4019.23,Credit Card,ATM,131906.07,127886.85,Success,REF2556111499
TXN0026406,ACC000543,MER038,BR001,2025-12-30 17:33:00,Debit,942.74,NEFT,Mobile Banking,90983.62,90040.88,Success,REF2220070781
TXN0026407,ACC006181,MER006,BR004,2026-06-11 05:51:00,Debit,561.12,NEFT,Mobile Banking,151971.07,151409.94,Success,REF5735316185
TXN0026408,ACC005922,MER117,BR019,2025-04-09 22:40:00,Debit,929.86,Debit Card,POS,6012.98,5083.12,Failed,REF6664319597
TXN0026409,ACC001658,MER002,BR010,2025-11-08 22:28:00,Credit,1833.61,NEFT,Mobile Banking,37126.68,38960.28,Success,REF4270083330
TXN0026410,ACC000780,MER002,BR019,2026-08-03 09:05:00,Credit,590.23,Credit Card,Internet Banking,33206.25,33796.49,Success,REF9699335899
TXN0026411,ACC000380,MER086,BR002,2026-04-23 17:40:00,Debit,2455.42,NEFT,ATM,115476.88,113021.46,Success,REF7306583469
TXN0026412,ACC001594,MER053,BR004,2026-05-13 11:48:00,Debit,948.73,Credit Card,POS,44952.91,44004.18,Success,REF1304064938
TXN0026413,ACC004948,MER096,BR003,2026-04-13 19:21:00,Debit,595.66,Debit Card,Mobile Banking,28333.94,27738.28,Success,REF7494627958
TXN0026414,ACC000635,MER061,BR012,2025-02-03 21:52:00,Debit,437.75,Debit Card,Mobile Banking,305896.72,305458.97,Success,REF9689148961
TXN0026415,ACC005025,MER073,BR012,2026-07-29 04:10:00,Debit,1892.19,Debit Card,Mobile Banking,64868.86,62976.67,Success,REF1558709981
TXN0026416,ACC000508,MER075,BR009,2025-12-08 02:01:00,Debit,6179.13,Debit Card,Mobile Banking,151937.43,145758.31,Success,REF2298995279
TXN0026417,ACC002241,MER022,BR024,2025-03-03 20:21:00,Debit,1083.05,IMPS,POS,166303.54,165220.48,Success,REF5885840248
TXN0026418,ACC002676,MER025,BR010,2026-06-12 12:22:00,Debit,13330.46,NEFT,Mobile Banking,229698.46,216368.0,Success,REF4631028595
TXN0026419,ACC004216,MER073,BR015,2025-05-27 02:02:00,Debit,548.52,Credit Card,Internet Banking,61289.2,60740.67,Success,REF1799601401
TXN0026420,ACC004781,MER075,BR004,2026-04-12 04:35:00,Debit,19157.14,IMPS,POS,181156.33,161999.18,Success,REF4909627797
TXN0026421,ACC000428,MER090,BR018,2025-05-21 14:29:00,Debit,2220.79,NEFT,Mobile Banking,125616.4,123395.61,Success,REF7490596374
TXN0026422,ACC001707,MER002,BR009,2025-05-22 19:04:00,Credit,3229.17,Debit Card,Internet Banking,250336.07,253565.23,Success,REF6868784925
TXN0026423,ACC006148,MER002,BR003,2025-05-23 16:51:00,Credit,2011.91,Debit Card,POS,47219.27,49231.18,Success,REF4017536421
TXN0026424,ACC000538,MER061,BR022,2025-07-15 06:07:00,Debit,565.62,Debit Card,POS,47247.49,46681.87,Success,REF4886721811
TXN0026425,ACC005644,MER118,BR017,2026-06-07 23:49:00,Debit,1311.28,Debit Card,ATM,150582.96,149271.68,Success,REF8111818980
TXN0026426,ACC005640,MER027,BR016,2026-01-18 06:29:00,Debit,5586.69,UPI,Internet Banking,180043.18,174456.49,Success,REF8437606936
TXN0026427,ACC004028,MER011,BR010,2026-05-10 10:07:00,Debit,8283.22,Credit Card,Mobile Banking,107465.46,99182.24,Success,REF7376892528
TXN0026428,ACC005252,MER105,BR022,2025-07-31 19:13:00,Debit,1726.53,Debit Card,Internet Banking,73600.03,71873.5,Success,REF6562872185
TXN0026429,ACC001327,MER106,BR014,2026-03-12 11:23:00,Debit,3013.84,NEFT,Internet Banking,47893.21,44879.37,Success,REF8531931645
TXN0026430,ACC005997,MER008,BR010,2025-02-08 01:22:00,Debit,1680.28,Credit Card,Mobile Banking,77084.07,75403.79,Success,REF8819800370
TXN0026431,ACC004885,MER109,BR005,2026-07-18 14:28:00,Debit,3620.79,NEFT,POS,99587.75,95966.96,Success,REF3801887421
TXN0026432,ACC005847,MER060,BR016,2026-07-31 02:04:00,Debit,2082.8,UPI,POS,194114.25,192031.44,Success,REF5206110340
TXN0026433,ACC000946,MER075,BR005,2026-06-06 00:00:00,Debit,3384.58,UPI,ATM,157006.53,153621.94,Success,REF1077176833
TXN0026434,ACC004463,MER112,BR023,2025-10-24 11:47:00,Debit,3016.13,IMPS,Internet Banking,109189.82,106173.69,Success,REF6707773551
TXN0026435,ACC003565,MER093,BR023,2025-06-01 02:04:00,Debit,4112.57,NEFT,Internet Banking,56893.45,52780.87,Success,REF2076428757
TXN0026436,ACC004304,MER069,BR025,2026-07-19 09:23:00,Debit,1888.43,Debit Card,Mobile Banking,202811.67,200923.25,Success,REF8014585534
TXN0026437,ACC002917,MER081,BR001,2025-07-26 04:34:00,Debit,2943.11,NEFT,ATM,37398.03,34454.93,Success,REF9594236378
TXN0026438,ACC001221,MER007,BR003,2025-05-25 07:04:00,Debit,1841.39,Debit Card,POS,108075.03,106233.64,Success,REF6783965638
TXN0026439,ACC004199,MER036,BR025,2026-03-20 10:48:00,Debit,3744.49,Debit Card,Internet Banking,51084.99,47340.5,Success,REF4696556340
TXN0026440,ACC001777,MER053,BR007,2026-05-10 22:47:00,Debit,1121.67,UPI,Mobile Banking,39112.0,37990.34,Success,REF5336693788
TXN0026441,ACC003680,MER002,BR001,2025-01-18 20:02:00,Credit,659.21,UPI,Mobile Banking,270585.71,271244.92,Success,REF1757051541
TXN0026442,ACC004879,MER002,BR015,2025-08-18 13:36:00,Credit,1048.84,UPI,POS,134476.42,135525.25,Success,REF6210026574
TXN0026443,ACC001591,MER070,BR013,2025-06-10 05:44:00,Debit,1707.28,UPI,Internet Banking,32477.92,30770.64,Success,REF3581182473
TXN0026444,ACC004592,MER014,BR015,2025-09-10 23:51:00,Debit,3937.23,UPI,POS,158417.4,154480.17,Failed,REF8886833691
TXN0026445,ACC005794,MER032,BR022,2025-03-07 22:48:00,Debit,301.49,UPI,Mobile Banking,93424.9,93123.41,Success,REF5443369486
TXN0026446,ACC000252,MER006,BR022,2025-03-31 01:53:00,Debit,862.49,UPI,Mobile Banking,54439.66,53577.17,Success,REF9471835515
TXN0026447,ACC001179,MER033,BR005,2025-03-21 19:18:00,Debit,2046.48,UPI,POS,129146.49,127100.01,Success,REF4948863397
TXN0026448,ACC001108,MER075,BR010,2026-02-02 18:03:00,Debit,11035.28,UPI,Mobile Banking,78091.68,67056.4,Success,REF3485496415
TXN0026449,ACC000863,MER007,BR023,2025-11-16 06:49:00,Debit,586.87,Debit Card,Mobile Banking,24490.27,23903.4,Success,REF6639615972
TXN0026450,ACC003250,MER079,BR005,2025-02-03 08:58:00,Debit,684.32,Credit Card,Mobile Banking,223170.83,222486.5,Success,REF2311942379
TXN0026451,ACC003040,MER104,BR019,2026-04-28 08:53:00,Debit,5122.19,Debit Card,Mobile Banking,261221.87,256099.68,Success,REF5661153689
TXN0026452,ACC004455,MER112,BR003,2025-04-25 19:17:00,Debit,2048.94,Debit Card,POS,30242.26,28193.33,Success,REF5756054159
TXN0026453,ACC002752,MER004,BR009,2026-06-27 08:29:00,Debit,5349.55,IMPS,ATM,206155.26,200805.72,Success,REF3613918914
TXN0026454,ACC005174,MER005,BR020,2026-01-28 04:41:00,Debit,1677.21,UPI,Mobile Banking,216481.82,214804.6,Success,REF4278420002
TXN0026455,ACC005236,MER089,BR003,2025-06-13 10:59:00,Debit,2945.91,Credit Card,Internet Banking,117958.56,115012.65,Success,REF9360997913
TXN0026456,ACC001104,MER048,BR021,2026-02-04 08:21:00,Debit,850.74,IMPS,Mobile Banking,111281.01,110430.28,Success,REF4001897346
TXN0026457,ACC005581,MER099,BR011,2025-05-19 16:53:00,Debit,190.37,UPI,Internet Banking,178701.82,178511.45,Success,REF1914400108
TXN0026458,ACC004576,MER002,BR008,2026-06-08 03:31:00,Debit,3510.3,IMPS,Mobile Banking,77351.98,73841.68,Success,REF1685249421
TXN0026459,ACC005781,MER116,BR024,2026-02-16 11:31:00,Debit,970.96,Credit Card,Mobile Banking,114908.75,113937.79,Success,REF8243205485
TXN0026460,ACC004597,MER036,BR019,2025-12-08 13:48:00,Debit,1717.34,Debit Card,Mobile Banking,110779.52,109062.18,Success,REF9958450407
TXN0026461,ACC000825,MER032,BR016,2026-01-08 21:35:00,Debit,475.3,Debit Card,Internet Banking,198831.22,198355.92,Success,REF6799107552
TXN0026462,ACC002475,MER107,BR008,2025-05-25 18:25:00,Debit,1005.81,UPI,POS,121102.08,120096.28,Success,REF5463994661
TXN0026463,ACC002535,MER084,BR025,2025-07-07 01:13:00,Debit,2641.71,IMPS,Mobile Banking,255014.21,252372.49,Success,REF3027134779
TXN0026464,ACC005878,MER107,BR007,2026-08-02 21:39:00,Debit,442.07,UPI,POS,162410.9,161968.83,Success,REF1005138045
TXN0026465,ACC001365,MER002,BR010,2025-01-16 10:30:00,Credit,1099.73,Debit Card,POS,102905.84,104005.58,Success,REF2403424899
TXN0026466,ACC002898,MER076,BR006,2025-02-05 11:14:00,Debit,967.87,Debit Card,ATM,159431.89,158464.02,Success,REF3235306032
TXN0026467,ACC006053,MER111,BR012,2025-10-30 18:29:00,Debit,13409.7,UPI,Internet Banking,102564.04,89154.34,Success,REF2465925394
TXN0026468,ACC001450,MER042,BR013,2026-03-20 03:22:00,Debit,3151.32,NEFT,Mobile Banking,55865.98,52714.66,Success,REF2832237878
TXN0026469,ACC001049,MER117,BR006,2025-01-10 15:11:00,Debit,3891.61,NEFT,Mobile Banking,226232.89,222341.28,Success,REF4879098857
TXN0026470,ACC004017,MER106,BR011,2025-12-01 16:25:00,Debit,5726.55,NEFT,Mobile Banking,144853.5,139126.96,Success,REF6016318562
TXN0026471,ACC003908,MER015,BR017,2026-01-22 10:07:00,Debit,3453.1,Credit Card,Mobile Banking,106397.83,102944.72,Success,REF6322418871
TXN0026472,ACC001521,MER093,BR009,2026-03-08 00:31:00,Debit,3903.25,NEFT,Internet Banking,142464.97,138561.72,Success,REF4389034985
TXN0026473,ACC000619,MER099,BR021,2026-02-26 02:41:00,Debit,484.33,UPI,Mobile Banking,98664.53,98180.19,Success,REF7853820305
TXN0026474,ACC000575,MER027,BR019,2025-08-05 19:13:00,Debit,3813.58,IMPS,POS,75494.75,71681.17,Success,REF7582800179
TXN0026475,ACC003310,MER002,BR013,2025-10-04 04:28:00,Credit,2621.14,UPI,ATM,34964.78,37585.92,Success,REF5165159480
TXN0026476,ACC001371,MER042,BR014,2025-10-14 12:03:00,Debit,7723.1,UPI,Internet Banking,73893.19,66170.09,Success,REF9051212260
TXN0026477,ACC000257,MER028,BR017,2026-07-27 07:14:00,Debit,248.65,IMPS,Mobile Banking,19182.34,18933.68,Success,REF9076546260
TXN0026478,ACC004224,MER104,BR017,2026-01-10 09:12:00,Debit,1289.55,UPI,Mobile Banking,65352.94,64063.39,Success,REF2667945547
TXN0026479,ACC001212,MER104,BR002,2026-03-11 04:18:00,Debit,4071.61,Debit Card,POS,141845.29,137773.68,Success,REF2679315886
TXN0026480,ACC002913,MER081,BR020,2025-12-21 07:48:00,Debit,2522.09,NEFT,Mobile Banking,136743.25,134221.16,Success,REF4298311570
TXN0026481,ACC000260,MER053,BR002,2026-04-18 06:33:00,Debit,406.16,NEFT,Mobile Banking,99385.69,98979.54,Success,REF7145044211
TXN0026482,ACC001074,MER005,BR009,2026-01-16 06:01:00,Debit,1213.07,Debit Card,Mobile Banking,76936.86,75723.79,Success,REF7310116685
